"Ticket","Order","Time","Symbol","Volume","Type","Direction","Price","Stop Loss","Take Profit","Commission","Swap","Profit","MAE","MFE","Comment","SL Triggered","TP Triggered","Account","Currency","Verified","Change"
"905573776","1195911811","2022-05-25 13:30:01","WDOM22","1.00","buy","in","4865.50000","4850.00000","4915.00000","0.00","0.00","0.00","0.00","0.00","251331/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"905661899","1196039480","2022-05-25 14:43:15","WDOM22","1.00","sell","out","4850.00000","4850.00000","4915.00000","0.00","0.00","-155.00","-15.50","2.00","[sl 4850.000]","True","False","92666542","BRL","True","-15.5"
"906225909","1196833073","2022-05-26 11:05:01","WDOM22","1.00","sell","in","4805.00000","4820.00000","4755.00000","0.00","0.00","0.00","0.00","0.00","261106/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"906272868","1196903219","2022-05-26 11:29:01","WDOM22","1.00","buy","out","4791.00000","4820.00000","4755.00000","0.00","0.00","140.00","-8.50","21.00","[sl 4791.000]","True","False","92666542","BRL","True","14.0"
"907177669","1198348303","2022-05-27 13:20:01","WDOM22","1.00","buy","in","4739.50000","4724.00000","4789.00000","0.00","0.00","0.00","0.00","0.00","271321/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"907370047","1198634648","2022-05-27 17:12:41","WDOM22","1.00","sell","out","4740.50000","4724.00000","4789.00000","0.00","0.00","10.00","-9.50","8.50","271321/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","1.0"
"907739168","1199144223","2022-05-30 11:44:59","WDOM22","1.00","buy","in","4736.50000","4721.00000","4786.00000","0.00","0.00","0.00","0.00","0.00","301146/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"907999463","1199515289","2022-05-30 15:16:37","WDOM22","1.00","sell","out","4741.50000","4721.00000","4786.00000","0.00","0.00","50.00","-8.50","12.50","[sl 4741.500]","True","False","92666542","BRL","True","5.0"
"909334313","1201324012","2022-06-01 10:30:01","WDON22","1.00","buy","in","4794.00000","4778.50000","4843.50000","0.00","0.00","0.00","0.00","0.00","011031/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"909472040","1201494986","2022-06-01 11:01:54","WDON22","1.00","sell","out","4799.00000","4778.50000","4843.50000","0.00","0.00","50.00","-9.50","14.50","[sl 4799.000]","True","False","92666542","BRL","True","5.0"
"911885532","1204992522","2022-06-03 14:35:00","WDON22","1.00","buy","in","4828.00000","4812.50000","4877.50000","0.00","0.00","0.00","0.00","0.00","031436/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"911997235","1205255990","2022-06-03 17:04:51","WDON22","1.00","sell","out","4817.50000","4812.50000","4877.50000","0.00","0.00","-105.00","-14.00","8.50","031436/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","-10.5"
"912640103","1206310551","2022-06-06 14:40:01","WDON22","1.00","sell","in","4821.50000","4837.00000","4772.00000","0.00","0.00","0.00","0.00","0.00","061441/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"912710234","1206480008","2022-06-06 15:51:23","WDON22","1.00","buy","out","4837.00000","4837.00000","4772.00000","0.00","0.00","-155.00","-15.50","23.50","[sl 4837.000]","True","False","92666542","BRL","True","-15.5"
"912918040","1206825519","2022-06-07 10:00:00","WDON22","1.00","buy","in","4906.50000","4891.00000","4956.00000","0.00","0.00","0.00","0.00","0.00","071001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"912940843","1206850450","2022-06-07 10:03:41","WDON22","1.00","sell","out","4911.50000","4891.00000","4956.00000","0.00","0.00","50.00","-6.50","11.00","[sl 4911.500]","True","False","92666542","BRL","True","5.0"
"914291554","1209006708","2022-06-08 12:00:00","WDON22","1.00","buy","in","4904.50000","4889.00000","4954.00000","0.00","0.00","0.00","0.00","0.00","081201/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"914320741","1209052066","2022-06-08 12:19:15","WDON22","1.00","sell","out","4889.00000","4889.00000","4954.00000","0.00","0.00","-155.00","-15.50","6.50","[sl 4889.000]","True","False","92666542","BRL","True","-15.5"
"914931656","1209898371","2022-06-09 10:00:01","WDON22","1.00","buy","in","4917.50000","4902.50000","4967.50000","0.00","0.00","0.00","0.00","0.00","091001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"914989215","1209969724","2022-06-09 10:16:28","WDON22","1.00","sell","out","4930.50000","4902.50000","4967.50000","0.00","0.00","130.00","-5.50","21.00","[sl 4930.500]","True","False","92666542","BRL","True","13.0"
"916717432","1212364125","2022-06-10 14:44:59","WDON22","1.00","sell","in","5011.50000","5026.50000","4961.50000","0.00","0.00","0.00","0.00","0.00","101446/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"916873210","1212591167","2022-06-10 17:22:47","WDON22","1.00","buy","out","5012.00000","5026.50000","4961.50000","0.00","0.00","-5.00","-8.50","10.00","101446/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","-0.5"
"917104940","1212895971","2022-06-13 10:15:01","WDON22","1.00","buy","in","5102.50000","5087.50000","5152.50000","0.00","0.00","0.00","0.00","0.00","131016/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"917172439","1212986186","2022-06-13 10:29:21","WDON22","1.00","sell","out","5107.50000","5087.50000","5152.50000","0.00","0.00","50.00","0.00","14.50","[sl 5107.500]","True","False","92666542","BRL","True","5.0"
"918976324","1215621999","2022-06-14 13:44:59","WDON22","1.00","buy","in","5175.00000","5159.50000","5224.50000","0.00","0.00","0.00","0.00","0.00","141346/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"919007252","1215670180","2022-06-14 14:07:14","WDON22","1.00","sell","out","5159.50000","5159.50000","5224.50000","0.00","0.00","-155.00","-15.50","2.50","[sl 5159.500]","True","False","92666542","BRL","True","-15.5"
"919405121","1216275935","2022-06-15 10:10:03","WDON22","1.00","buy","in","5148.50000","5133.50000","5198.50000","0.00","0.00","0.00","0.00","0.00","151011/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"919551773","1216480511","2022-06-15 10:55:48","WDON22","1.00","sell","out","5133.50000","5133.50000","5198.50000","0.00","0.00","-150.00","-15.00","8.00","[sl 5133.500]","True","False","92666542","BRL","True","-15.0"
"921910272","1219535446","2022-06-20 12:00:00","WDON22","1.00","sell","in","5169.50000","5185.00000","5120.00000","0.00","0.00","0.00","0.00","0.00","201201/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"922032137","1219682170","2022-06-20 13:03:49","WDON22","1.00","buy","out","5164.50000","5185.00000","5120.00000","0.00","0.00","50.00","-9.00","10.50","[sl 5164.500]","True","False","92666542","BRL","True","5.0"
"923536435","1221853250","2022-06-22 10:34:59","WDON22","1.00","buy","in","5193.00000","5178.50000","5243.50000","0.00","0.00","0.00","0.00","0.00","221036/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"923574946","1221894282","2022-06-22 10:42:17","WDON22","1.00","sell","out","5178.50000","5178.50000","5243.50000","0.00","0.00","-145.00","-15.00","3.50","[sl 5178.500]","True","False","92666542","BRL","True","-14.5"
"924436587","1223050146","2022-06-23 10:00:00","WDON22","1.00","sell","in","5186.50000","5202.00000","5137.00000","0.00","0.00","0.00","0.00","0.00","231001/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"924815540","1223484759","2022-06-23 11:17:18","WDON22","1.00","buy","out","5202.00000","5202.00000","5137.00000","0.00","0.00","-155.00","-15.50","8.00","[sl 5202.000]","True","False","92666542","BRL","True","-15.5"
"926092014","1225140017","2022-06-24 11:24:59","WDON22","1.00","sell","in","5225.50000","5240.50000","5175.50000","0.00","0.00","0.00","0.00","0.00","241126/15.000/0/RC-Filtros WDO","False","False","92666542","BRL","True","0.0"
"926106483","1225157370","2022-06-24 11:28:11","WDON22","1.00","buy","out","5220.50000","5240.50000","5175.50000","0.00","0.00","50.00","-3.50","10.50","[sl 5220.500]","True","False","92666542","BRL","True","5.0"
